Date,Number_of_game,Day_of_week,Visiting_team,Visiting_team_league,Visiting_team_game_number,Home_team,Home_team_league,Home_team_game_number,Visiting_team_score,Home_team_score,Length_of_game_in_outs,Day_night,Completion_information,Forfeit_information,Protest_information,Park_ID,Attendance,Time_of_game_in_minutes,Visiting_line_scores,Home_line_scores
8/21/17,0,Mon,MIL,NL,126,SFN,NL,127,0,2,51,N,,,,SFO03,39341,165,000000000,00020000x
8/21/17,0,Mon,TEX,AL,124,ANA,AL,125,5,3,54,N,,,,ANA01,35204,191,104000000,010001001
8/21/17,0,Mon,OAK,AL,125,BAL,AL,125,3,7,51,N,,,,BAL12,16020,192,010001010,01014001x
8/21/17,1,Mon,MIN,AL,123,CHA,AL,122,6,7,51,D,,,,CHI12,0,195,100001130,20032000x
8/21/17,2,Mon,MIN,AL,124,CHA,AL,123,10,2,54,N,,,,CHI12,14493,155,060111010,000010001
8/21/17,0,Mon,BOS,AL,124,CLE,AL,123,4,5,51,N,,,,CLE08,21428,219,200020000,030000011
8/22/17,0,Tue,SEA,AL,127,ATL,NL,124,0,4,51,N,,,,ATL03,22947,181,000000000,00011110x
8/22/17,0,Tue,CHN,NL,124,CIN,NL,126,13,9,54,N,,,,CIN09,16467,244,000031450,111030003
8/22/17,0,Tue,ARI,NL,126,NYN,NL,124,7,4,54,N,,,,NYC20,25220,183,301110100,000010003
8/22/17,1,Tue,MIA,NL,123,PHI,NL,123,12,8,54,D,,,,PHI13,0,186,110010603,200010113
8/22/17,2,Tue,MIA,NL,124,PHI,NL,124,7,4,54,N,,,,PHI13,20761,202,330000100,000301000
8/22/17,0,Tue,LAN,NL,124,PIT,NL,126,8,5,54,N,,,,PIT08,17288,204,130101200,005000000
8/22/17,0,Tue,MIL,NL,127,SFN,NL,128,4,3,54,N,,,,SFO03,39523,195,010100200,010020000
8/22/17,0,Tue,SDN,NL,125,SLN,NL,125,12,4,54,N,,,,STL10,38767,184,003010620,000301000
8/22/17,0,Tue,TEX,AL,125,ANA,AL,126,1,10,51,N,,,,ANA01,37033,238,000010000,10023130x
8/22/17,0,Tue,OAK,AL,126,BAL,AL,126,6,4,54,N,,,,BAL12,18493,196,300020001,000002020
8/22/17,0,Tue,MIN,AL,125,CHA,AL,124,4,1,54,N,,,,CHI12,14053,160,000112000,100000000
8/22/17,0,Tue,BOS,AL,125,CLE,AL,124,9,1,54,N,,,,CLE08,19563,161,110010330,100000000
8/22/17,0,Tue,NYA,AL,124,DET,AL,124,13,4,54,N,,,,DET05,27818,194,304020202,001000201
8/22/17,0,Tue,WAS,NL,123,HOU,AL,125,4,3,54,N,,,,HOU03,23798,185,002200000,111000000
8/22/17,0,Tue,COL,NL,125,KCA,AL,124,2,3,51,N,,,,KAN06,22868,171,000002000,10020000x
8/22/17,0,Tue,TOR,AL,125,TBA,AL,127,5,6,51,N,,,,STP01,11948,174,100020011,13001100x
8/23/17,0,Wed,SEA,AL,128,ATL,NL,125,9,6,54,N,,,,ATL03,23890,187,022000050,210000210
8/23/17,0,Wed,CHN,NL,125,CIN,NL,127,9,3,54,N,,,,CIN09,15355,175,301500000,000000003
8/23/17,0,Wed,ARI,NL,127,NYN,NL,125,2,4,51,N,,,,NYC20,31277,195,100001000,10011100x
8/23/17,0,Wed,MIA,NL,125,PHI,NL,125,0,8,51,N,,,,PHI13,19161,170,000000000,10500200x
8/23/17,0,Wed,LAN,NL,125,PIT,NL,127,0,1,57,N,,,,PIT08,19859,154,0000000000,0000000001
8/23/17,0,Wed,MIL,NL,128,SFN,NL,129,2,4,51,D,,,,SFO03,40015,188,100000001,10000021x
8/23/17,0,Wed,SDN,NL,126,SLN,NL,126,2,6,51,N,,,,STL10,38762,173,000000011,20111001x
8/23/17,0,Wed,TEX,AL,126,ANA,AL,127,7,5,60,N,,,,ANA01,35497,221,0111100003,0003010001
8/23/17,0,Wed,OAK,AL,127,BAL,AL,127,7,8,69,D,,,,BAL12,20072,260,000001222000,000402010001
8/23/17,0,Wed,MIN,AL,126,CHA,AL,125,3,4,52,N,,,,CHI12,15605,163,000102000,001001011
8/23/17,0,Wed,BOS,AL,126,CLE,AL,125,6,1,54,N,,,,CLE08,25346,191,000010014,000000010
8/23/17,0,Wed,NYA,AL,125,DET,AL,125,10,2,54,N,,,,DET05,29695,175,105011110,000001001
8/23/17,0,Wed,WAS,NL,124,HOU,AL,126,1,6,51,N,,,,HOU03,23434,168,001000000,00011004x
8/23/17,0,Wed,COL,NL,126,KCA,AL,125,4,6,53,N,,,,KAN06,25752,216,101011000,010010103
8/23/17,0,Wed,TOR,AL,126,TBA,AL,128,7,6,54,N,,,,STP01,8264,193,230010010,002111100
8/24/17,0,Thu,CHN,NL,126,CIN,NL,128,2,4,51,N,,,,CIN09,18191,167,010001000,00010003x
8/24/17,0,Thu,ARI,NL,128,NYN,NL,126,3,2,54,D,,,,NYC20,25284,225,000021000,000100100
8/24/17,0,Thu,MIA,NL,126,PHI,NL,126,9,8,54,D,,,,PHI13,18083,194,102023010,015200000
8/24/17,0,Thu,LAN,NL,126,PIT,NL,128,5,2,54,D,,,,PIT08,22115,217,010100120,010000100
8/24/17,0,Thu,SDN,NL,127,SLN,NL,127,4,3,54,N,,,,STL10,38726,186,000002002,000101001
8/24/17,0,Thu,TEX,AL,127,ANA,AL,128,3,0,54,N,,,,ANA01,34032,166,002100000,000000000
8/24/17,0,Thu,MIN,AL,127,CHA,AL,126,1,5,51,N,,,,CHI12,16013,173,000001000,01030100x
8/24/17,0,Thu,BOS,AL,127,CLE,AL,126,6,13,51,N,,,,CLE08,21643,208,001300020,04301230x
8/24/17,0,Thu,NYA,AL,126,DET,AL,126,6,10,51,D,,,,DET05,32622,253,010110300,10014031x
8/24/17,0,Thu,WAS,NL,125,HOU,AL,127,5,4,66,N,,,,HOU03,24761,227,00002010002,00000001201
8/24/17,0,Thu,COL,NL,127,KCA,AL,126,3,2,54,D,,,,KAN06,25314,163,000001020,110000000
8/24/17,0,Thu,TOR,AL,127,TBA,AL,129,0,2,51,D,,,,STP01,10133,201,000000000,01000001x
8/25/17,0,Fri,SFN,NL,130,ARI,NL,129,3,4,51,N,,,,PHO01,31924,174,010010100,00400000x
8/25/17,0,Fri,COL,NL,128,ATL,NL,126,2,5,51,N,,,,ATL03,33577,152,001000100,23000000x
8/25/17,0,Fri,PIT,NL,129,CIN,NL,129,5,9,51,N,,,,CIN09,20561,215,001100300,02023020x
8/25/17,0,Fri,MIL,NL,129,LAN,NL,127,1,3,51,N,,,,LOS03,52455,180,010000000,00011100x
8/25/17,0,Fri,SDN,NL,128,MIA,NL,127,6,8,51,N,,,,MIA02,22489,173,000204000,20120030x
8/25/17,0,Fri,CHN,NL,127,PHI,NL,127,1,7,51,N,,,,PHI13,24424,180,100000000,24000001x
8/25/17,0,Fri,TBA,AL,130,SLN,NL,128,7,3,54,N,,,,STL10,40050,218,004100002,101100000
8/25/17,0,Fri,NYN,NL,127,WAS,NL,126,4,2,54,N,,,,WAS11,34036,188,100000021,000000011
8/25/17,0,Fri,HOU,AL,128,ANA,AL,129,2,1,54,N,,,,ANA01,42333,176,001001000,100000000
8/25/17,0,Fri,BAL,AL,128,BOS,AL,128,16,3,54,N,,,,BOS07,37191,217,231070300,020010000
8/25/17,0,Fri,DET,AL,127,CHA,AL,127,2,3,51,N,,,,CHI12,23171,164,000020000,100001001
8/25/17,0,Fri,KCA,AL,127,CLE,AL,127,0,4,51,N,,,,CLE08,34061,164,000000000,00202000x
8/25/17,0,Fri,SEA,AL,129,NYA,AL,127,2,1,66,N,,,,NYC21,42057,231,00010000001,00000001000
8/25/17,0,Fri,TEX,AL,128,OAK,AL,128,1,3,51,N,,,,OAK01,14499,146,100000000,00010020x
8/25/17,0,Fri,MIN,AL,128,TOR,AL,128,6,1,54,N,,,,TOR02,37525,185,003110001,001000000
8/26/17,0,Sat,SFN,NL,131,ARI,NL,130,1,2,51,N,,,,PHO01,25709,154,000100000,10010000x
8/26/17,0,Sat,COL,NL,129,ATL,NL,127,7,6,54,N,,,,ATL03,32448,204,010030003,002002002
8/26/17,0,Sat,PIT,NL,130,CIN,NL,130,1,0,54,N,,,,CIN09,35259,148,000001000,000000000
8/26/17,0,Sat,MIL,NL,130,LAN,NL,128,3,0,54,N,,,,LOS03,52345,178,000020010,000000000
8/26/17,0,Sat,SDN,NL,129,MIA,NL,128,1,2,65,N,,,,MIA02,19913,233,01000000000,00010000001
8/26/17,0,Sat,CHN,NL,128,PHI,NL,128,17,2,54,N,,,,PHI13,29379,183,013020704,200000000
8/26/17,0,Sat,TBA,AL,131,SLN,NL,129,4,6,51,N,,,,STL10,41295,150,200100100,000002022
8/26/17,0,Sat,NYN,NL,128,WAS,NL,127,4,9,51,D,,,,WAS11,36761,183,001001020,41010003x
8/26/17,0,Sat,HOU,AL,129,ANA,AL,130,6,7,51,N,,,,ANA01,41101,181,220100100,01000024x
8/26/17,0,Sat,BAL,AL,129,BOS,AL,129,7,0,54,D,,,,BOS07,36655,178,050000011,000000000
8/26/17,0,Sat,DET,AL,128,CHA,AL,128,6,3,54,N,,,,CHI12,29489,194,003200100,020001000
8/26/17,0,Sat,KCA,AL,128,CLE,AL,128,0,4,51,N,,,,CLE08,34273,158,000000000,00000220x
8/26/17,0,Sat,SEA,AL,130,NYA,AL,128,3,6,51,D,,,,NYC21,39810,205,001000020,01030020x
8/26/17,0,Sat,TEX,AL,129,OAK,AL,129,3,8,51,D,,,,OAK01,22471,201,200000100,10113200x
8/26/17,0,Sat,MIN,AL,129,TOR,AL,129,9,10,51,D,,,,TOR02,45591,184,000021042,01106002x
8/27/17,0,Sun,SFN,NL,132,ARI,NL,131,0,11,51,D,,,,PHO01,23210,183,000000000,00100109x
8/27/17,0,Sun,COL,NL,130,ATL,NL,128,3,0,54,D,,,,ATL03,28154,189,010002000,000000000
8/27/17,0,Sun,PIT,NL,131,CIN,NL,131,5,2,54,D,,,,CIN09,26155,198,000210002,010010000
8/27/17,0,Sun,MIL,NL,131,LAN,NL,129,3,2,54,D,,,,LOS03,51355,211,102000000,000002000
8/27/17,0,Sun,SDN,NL,130,MIA,NL,129,2,6,51,D,,,,MIA02,23725,151,000020000,00200004x
8/27/17,0,Sun,CHN,NL,129,PHI,NL,129,3,6,51,D,,,,PHI13,28689,174,300000000,00005001x
8/27/17,0,Sun,TBA,AL,132,SLN,NL,130,3,2,60,D,,,,STL10,44469,213,0001001001,0000001100
8/27/17,1,Sun,NYN,NL,129,WAS,NL,128,6,5,54,D,,,,WAS11,31904,214,302000010,000012200
8/27/17,2,Sun,NYN,NL,130,WAS,NL,129,4,5,51,N,,,,WAS11,20624,201,000003001,00020201x
8/27/17,0,Sun,HOU,AL,130,ANA,AL,131,7,5,54,D,,,,ANA01,37606,196,200200030,000032000
8/27/17,0,Sun,BAL,AL,130,BOS,AL,130,2,1,54,D,,,,BOS07,36625,202,200000000,000001000
8/27/17,0,Sun,DET,AL,129,CHA,AL,129,1,7,51,D,,,,CHI12,22532,164,000000010,00500002x
8/27/17,0,Sun,KCA,AL,129,CLE,AL,129,0,12,51,D,,,,CLE08,32229,159,000000000,39000000x
8/27/17,0,Sun,SEA,AL,131,NYA,AL,129,1,10,51,D,,,,NYC21,40112,177,100000000,60100120x
8/27/17,0,Sun,TEX,AL,130,OAK,AL,130,3,8,51,D,,,,OAK01,16335,200,010010010,03000104x
8/27/17,0,Sun,MIN,AL,130,TOR,AL,130,7,2,54,D,,,,TOR02,42478,198,102200101,010100000
8/28/17,0,Mon,PIT,NL,132,CHN,NL,130,1,6,51,N,,,,CHI11,38453,170,000000010,01001031x
8/28/17,0,Mon,DET,AL,130,COL,NL,131,4,3,54,N,,,,DEN02,30754,209,202000000,030000000
8/28/17,0,Mon,ATL,NL,129,PHI,NL,130,1,6,51,N,,,,PHI13,15154,172,000001000,00100212x
8/28/17,0,Mon,SFN,NL,133,SDN,NL,131,3,0,54,N,,,,SAN02,20594,151,000100020,000000000
8/28/17,0,Mon,MIA,NL,130,WAS,NL,130,2,11,51,N,,,,WAS11,20838,186,000100010,10120610x
8/28/17,0,Mon,OAK,AL,131,ANA,AL,132,1,3,51,N,,,,ANA01,33719,173,001000000,10010010x
8/28/17,0,Mon,SEA,AL,132,BAL,AL,131,6,7,51,N,,,,BAL12,15106,181,010302000,02121010x
8/28/17,0,Mon,TBA,AL,133,KCA,AL,130,12,0,54,N,,,,KAN06,21866,163,106100004,000000000
8/28/17,0,Mon,CLE,AL,130,NYA,AL,130,6,2,54,N,,,,NYC21,36253,162,100001211,001010000
8/28/17,0,Mon,BOS,AL,131,TOR,AL,131,6,5,54,N,,,,TOR02,35630,203,011000400,200100002
8/29/17,0,Tue,LAN,NL,130,ARI,NL,132,6,7,51,N,,,,PHO01,25219,188,013000011,50011000x
8/29/17,0,Tue,PIT,NL,133,CHN,NL,131,1,4,51,N,,,,CHI11,37370,169,000000100,00000301x
8/29/17,0,Tue,NYN,NL,131,CIN,NL,132,4,14,51,N,,,,CIN09,12946,210,100002001,50002007x
8/29/17,0,Tue,DET,AL,131,COL,NL,132,3,7,51,N,,,,DEN02,30721,188,000010200,10200040x
8/29/17,0,Tue,SLN,NL,131,MIL,NL,132,10,2,54,N,,,,MIL06,31985,213,003420100,001001000
8/29/17,0,Tue,SFN,NL,134,SDN,NL,132,3,6,51,N,,,,SAN02,19631,158,020000010,01040100x
8/29/17,0,Tue,MIA,NL,131,WAS,NL,131,3,8,51,N,,,,WAS11,25924,191,100010100,00212030x
8/29/17,0,Tue,OAK,AL,132,ANA,AL,133,2,8,51,N,,,,ANA01,36229,173,020000000,50020001x
8/29/17,0,Tue,SEA,AL,133,BAL,AL,132,0,4,51,N,,,,BAL12,13736,146,000000000,10000111x
8/29/17,0,Tue,TEX,AL,131,HOU,AL,131,12,2,54,N,,,,STP01,3485,207,004430010,002000000
8/29/17,0,Tue,TBA,AL,134,KCA,AL,131,2,6,51,N,,,,KAN06,25204,177,000001100,00110130x
8/29/17,0,Tue,CHA,AL,130,MIN,AL,131,4,6,51,N,,,,MIN04,20530,192,000001201,20110110x
8/29/17,0,Tue,BOS,AL,132,TOR,AL,132,3,0,54,N,,,,TOR02,34674,164,000001110,000000000
8/30/17,0,Wed,LAN,NL,131,ARI,NL,133,4,6,51,N,,,,PHO01,23321,185,000000130,30120000x
8/30/17,0,Wed,PIT,NL,134,CHN,NL,132,3,17,51,N,,,,CHI11,36628,192,200001000,11307122x
8/30/17,0,Wed,NYN,NL,132,CIN,NL,133,2,0,54,N,,,,CIN09,12491,147,200000000,000000000
8/30/17,0,Wed,DET,AL,132,COL,NL,133,6,2,54,D,,,,DEN02,29281,183,011030010,000001001
8/30/17,0,Wed,SLN,NL,132,MIL,NL,133,5,6,51,D,,,,MIL06,28964,160,200010020,03000300x
8/30/17,1,Wed,ATL,NL,130,PHI,NL,131,9,1,54,D,,,,PHI13,0,169,314010000,000000100
8/30/17,2,Wed,ATL,NL,131,PHI,NL,132,5,2,54,D,,,,PHI13,15706,197,100200002,010000001
8/30/17,0,Wed,SFN,NL,135,SDN,NL,133,0,5,51,N,,,,SAN02,19691,182,000000000,00100301x
8/30/17,0,Wed,MIA,NL,132,WAS,NL,132,0,4,51,D,,,,WAS11,25019,156,000000000,00002011x
8/30/17,0,Wed,OAK,AL,133,ANA,AL,134,8,10,51,N,,,,ANA01,36022,214,000800000,10202050x
8/30/17,0,Wed,SEA,AL,134,BAL,AL,133,7,8,51,D,,,,BAL12,16983,187,006000010,02031101x
8/30/17,0,Wed,TEX,AL,132,HOU,AL,132,8,1,54,N,,,,STP01,6123,172,000600002,010000000
8/30/17,0,Wed,TBA,AL,135,KCA,AL,132,5,3,54,N,,,,KAN06,25916,159,003020000,003000000
8/30/17,0,Wed,CHA,AL,131,MIN,AL,132,1,11,51,N,,,,MIN04,21172,197,000000001,10202033x
8/30/17,1,Wed,CLE,AL,131,NYA,AL,131,2,1,54,D,,,,NYC21,0,192,200000000,001000000
8/30/17,2,Wed,CLE,AL,132,NYA,AL,132,9,4,54,N,,,,NYC21,39598,184,400011210,010000003
8/30/17,0,Wed,BOS,AL,133,TOR,AL,133,7,1,54,N,,,,TOR02,37693,178,000010240,001000000
8/31/17,0,Thu,LAN,NL,132,ARI,NL,134,1,8,51,D,,,,PHO01,19882,182,010000000,23201000x
8/31/17,0,Thu,ATL,NL,132,CHN,NL,133,2,6,51,N,,,,CHI11,38031,179,000010100,20100201x
8/31/17,0,Thu,NYN,NL,133,CIN,NL,134,2,7,51,D,,,,CIN09,13634,162,101000000,02101012x
8/31/17,0,Thu,PHI,NL,133,MIA,NL,133,3,2,54,N,,,,MIA02,17013,189,000300000,010010000
8/31/17,0,Thu,WAS,NL,133,MIL,NL,134,3,6,51,N,,,,MIL06,26384,170,002000010,10202001x
8/31/17,0,Thu,SLN,NL,133,SFN,NL,136,5,2,54,N,,,,SFO03,40783,197,020000120,000010001
8/31/17,0,Thu,TOR,AL,134,BAL,AL,134,11,8,54,N,,,,BAL12,13802,208,002053010,212010020
8/31/17,0,Thu,TEX,AL,133,HOU,AL,133,1,5,51,D,,,,STP01,3385,182,100000000,10010003x
8/31/17,0,Thu,CHA,AL,132,MIN,AL,133,4,5,53,D,,,,MIN04,21288,197,020100001,010020002
8/31/17,0,Thu,BOS,AL,134,NYA,AL,133,2,6,51,N,,,,NYC21,43309,224,001000001,00101310x
9/1/17,0,Fri,ATL,NL,133,CHN,NL,134,0,2,51,D,,,,CHI11,37280,158,000000000,00110000x
9/1/17,0,Fri,ARI,NL,135,COL,NL,134,9,5,54,N,,,,DEN02,29628,228,111001500,000002300
9/1/17,0,Fri,PHI,NL,134,MIA,NL,134,2,1,54,N,,,,MIA02,17998,164,000000002,100000000
9/1/17,0,Fri,WAS,NL,134,MIL,NL,135,0,1,51,N,,,,MIL06,40044,159,000000000,10000000x
9/1/17,0,Fri,CIN,NL,135,PIT,NL,135,7,3,54,N,,,,PIT08,23569,180,301001020,020000010
9/1/17,0,Fri,LAN,NL,133,SDN,NL,134,1,0,54,N,,,,SAN02,36767,177,000001000,000000000
9/1/17,0,Fri,SLN,NL,134,SFN,NL,137,11,6,54,N,,,,SFO03,37797,203,002000216,032000001
9/1/17,0,Fri,TOR,AL,135,BAL,AL,135,0,1,75,N,,,,BAL12,16627,267,0000000000000,0000000000001
9/1/17,0,Fri,TBA,AL,136,CHA,AL,133,3,1,54,N,,,,CHI12,13585,154,201000000,010000000
9/1/17,1,Fri,CLE,AL,133,DET,AL,133,3,2,54,D,,,,DET05,26093,205,000011001,000010010
9/1/17,2,Fri,CLE,AL,134,DET,AL,134,10,0,54,N,,,,DET05,24342,184,020305000,000000000
9/1/17,0,Fri,KCA,AL,133,MIN,AL,134,7,6,54,N,,,,MIN04,24068,203,005002000,201000102
9/1/17,0,Fri,BOS,AL,135,NYA,AL,134,4,1,54,N,,,,NYC21,42332,164,002010100,100000000
9/1/17,0,Fri,OAK,AL,134,SEA,AL,135,2,3,51,N,,,,SEA03,19030,152,200000000,00300000x
9/1/17,0,Fri,ANA,AL,135,TEX,AL,134,9,10,51,N,,,,ARL02,32240,273,200020320,23100301x
9/2/17,0,Sat,ATL,NL,134,CHN,NL,135,12,14,51,D,,,,CHI11,41329,229,003100323,04150121x
9/2/17,0,Sat,ARI,NL,136,COL,NL,135,6,2,54,N,,,,DEN02,39442,218,300001002,000101000
9/2/17,0,Sat,PHI,NL,135,MIA,NL,135,9,10,51,N,,,,MIA02,18262,217,000220050,30021130x
9/2/17,0,Sat,WAS,NL,135,MIL,NL,136,3,2,54,N,,,,MIL06,35341,181,000100020,000101000
9/2/17,0,Sat,CIN,NL,136,PIT,NL,136,0,5,51,N,,,,PIT08,23529,173,000000000,00000014x
9/2/17,1,Sat,LAN,NL,134,SDN,NL,135,5,6,52,D,,,,SAN02,39140,191,100110002,001002201
9/2/17,2,Sat,LAN,NL,135,SDN,NL,136,2,7,51,N,,,,SAN02,42130,220,101000000,10400020x
9/2/17,0,Sat,SLN,NL,135,SFN,NL,138,1,2,57,D,,,,SFO03,39513,178,0001000000,0000000011
9/2/17,0,Sat,TOR,AL,136,BAL,AL,136,7,2,54,N,,,,BAL12,14815,182,000011320,000000011
9/2/17,0,Sat,TBA,AL,137,CHA,AL,134,4,5,51,N,,,,CHI12,17700,194,001001011,20010020x
9/2/17,0,Sat,CLE,AL,135,DET,AL,135,5,2,54,N,,,,DET05,25272,182,400010000,000000101
9/2/17,1,Sat,NYN,NL,134,HOU,AL,134,8,12,51,D,,,,HOU03,30319,207,000200501,43021020x
9/2/17,2,Sat,NYN,NL,135,HOU,AL,135,1,4,51,N,,,,HOU03,34904,195,000001000,00000400x
9/2/17,0,Sat,KCA,AL,134,MIN,AL,135,0,17,51,N,,,,MIN04,33413,185,000000000,46031030x
9/2/17,0,Sat,BOS,AL,136,NYA,AL,135,1,5,51,D,,,,NYC21,46536,178,000001000,01000310x
9/2/17,0,Sat,OAK,AL,135,SEA,AL,136,6,7,53,N,,,,SEA03,22245,217,011400000,002021011
9/2/17,0,Sat,ANA,AL,136,TEX,AL,135,7,4,60,N,,,,ARL02,25138,249,0001010023,1101001000
9/3/17,0,Sun,ATL,NL,135,CHN,NL,136,5,1,54,D,,,,CHI11,42145,163,100200002,010000000
9/3/17,0,Sun,ARI,NL,137,COL,NL,136,5,1,54,D,,,,DEN02,33838,193,001003010,000010000
9/3/17,0,Sun,PHI,NL,136,MIA,NL,136,3,1,72,D,,,,MIA02,19404,226,000010000002,000010000000
9/3/17,0,Sun,WAS,NL,136,MIL,NL,137,2,7,51,D,,,,MIL06,36937,169,000000002,01030102x
9/3/17,0,Sun,CIN,NL,137,PIT,NL,137,1,3,51,D,,,,PIT08,24474,169,000000001,00100110x
9/3/17,0,Sun,LAN,NL,136,SDN,NL,137,4,6,51,D,,,,SAN02,33949,171,000200101,10021020x
9/3/17,0,Sun,SLN,NL,136,SFN,NL,139,7,3,54,D,,,,SFO03,39784,165,000203200,001010010
9/3/17,0,Sun,TOR,AL,137,BAL,AL,137,4,5,71,D,,,,BAL12,27231,220,003000100000,001101001001
9/3/17,0,Sun,TBA,AL,138,CHA,AL,135,2,6,51,D,,,,CHI12,17633,170,000100010,00311010x
9/3/17,0,Sun,CLE,AL,136,DET,AL,136,11,1,54,D,,,,DET05,25244,196,121013021,010000000
9/3/17,0,Sun,NYN,NL,136,HOU,AL,136,6,8,51,D,,,,HOU03,32065,194,220020000,10510010x
9/3/17,0,Sun,KCA,AL,135,MIN,AL,136,5,4,54,D,,,,MIN04,32234,198,000102200,000022000
9/3/17,0,Sun,BOS,AL,137,NYA,AL,136,2,9,51,N,,,,NYC21,46717,226,000001001,00120600x
9/3/17,0,Sun,OAK,AL,136,SEA,AL,137,2,10,51,D,,,,SEA03,26898,201,000001010,20010115x
9/3/17,0,Sun,ANA,AL,137,TEX,AL,136,6,7,51,D,,,,ARL02,28783,229,200010003,01130200x
9/4/17,0,Mon,TEX,AL,137,ATL,NL,136,8,2,54,N,,,,ATL03,23474,170,122030000,000200000
9/4/17,0,Mon,MIL,NL,138,CIN,NL,138,4,5,53,D,,,,CIN09,22403,183,000000400,001003001
9/4/17,0,Mon,SFN,NL,140,COL,NL,137,3,4,53,D,,,,DEN02,28300,194,101001000,001200001
9/4/17,0,Mon,ARI,NL,138,LAN,NL,137,13,0,54,N,,,,LOS03,47192,180,000200434,000000000
9/4/17,0,Mon,WAS,NL,137,MIA,NL,137,7,2,54,N,,,,MIA02,17349,190,021000400,100010000
9/4/17,0,Mon,PHI,NL,137,NYN,NL,137,7,11,51,D,,,,NYC20,28808,198,000014002,01360100x
9/4/17,0,Mon,CHN,NL,137,PIT,NL,138,0,12,51,D,,,,PIT08,21068,185,000000000,20101017x
9/4/17,0,Mon,SLN,NL,137,SDN,NL,138,2,0,54,D,,,,SAN02,25028,143,000200000,000000000
9/4/17,0,Mon,NYA,AL,137,BAL,AL,138,7,4,54,D,,,,BAL12,37622,205,000322000,120000001
9/4/17,0,Mon,TOR,AL,138,BOS,AL,138,10,4,54,N,,,,BOS07,34311,205,301003003,020001100
9/4/17,0,Mon,CLE,AL,137,CHA,AL,136,5,3,54,D,,,,CHI12,16848,192,020100110,000020100
9/4/17,0,Mon,KCA,AL,136,DET,AL,137,7,6,54,D,,,,DET05,24804,193,104000110,000030003
9/4/17,0,Mon,ANA,AL,138,OAK,AL,137,11,9,66,D,,,,OAK01,14571,278,04041000002,40111000200
9/4/17,0,Mon,HOU,AL,137,SEA,AL,138,6,2,54,D,,,,SEA03,20108,173,000020400,100001000
9/4/17,0,Mon,MIN,AL,137,TBA,AL,139,4,11,51,N,,,,STP01,12108,203,010000021,01100414x
9/5/17,0,Tue,MIL,NL,139,CIN,NL,139,3,9,51,N,,,,CIN09,12135,206,000000120,00100152x
9/5/17,0,Tue,SFN,NL,141,COL,NL,138,6,9,51,N,,,,DEN02,24245,211,000010230,10010412x
9/5/17,0,Tue,ARI,NL,139,LAN,NL,138,3,1,60,N,,,,LOS03,47039,222,0001000002,0000100000
9/5/17,0,Tue,WAS,NL,138,MIA,NL,138,2,1,54,N,,,,MIA02,15364,170,010000010,000000001
9/5/17,0,Tue,PHI,NL,138,NYN,NL,138,9,1,54,N,,,,NYC20,22230,184,030600000,100000000
9/5/17,0,Tue,CHN,NL,138,PIT,NL,139,3,4,51,N,,,,PIT08,14079,155,102000000,02000002x
9/5/17,0,Tue,SLN,NL,138,SDN,NL,139,8,4,54,N,,,,SAN02,17806,167,232000100,220000000
9/5/17,0,Tue,NYA,AL,138,BAL,AL,139,6,7,53,N,,,,BAL12,14377,214,006000000,101012002
9/5/17,0,Tue,TOR,AL,139,BOS,AL,139,2,3,111,N,,,,BOS07,33009,360,0100010000000000000,0000000020000000001
9/5/17,0,Tue,CLE,AL,138,CHA,AL,137,9,4,54,N,,,,CHI12,12369,223,312000003,400000000
9/5/17,0,Tue,KCA,AL,137,DET,AL,138,2,13,51,N,,,,DET05,22547,180,100001000,07021111x
9/5/17,0,Tue,ANA,AL,139,OAK,AL,138,8,7,60,N,,,,OAK01,11110,252,0030120101,0001410100
9/5/17,0,Tue,HOU,AL,138,SEA,AL,139,3,1,54,N,,,,SEA03,14568,187,001000200,000100000
9/5/17,0,Tue,MIN,AL,138,TBA,AL,140,1,2,51,N,,,,STP01,6509,152,000000001,00010100x
9/6/17,1,Wed,TEX,AL,138,ATL,NL,137,12,8,54,D,,,,ATL03,19971,210,101432010,202000112
9/6/17,2,Wed,TEX,AL,139,ATL,NL,138,4,5,51,N,,,,ATL03,20364,183,002011000,05000000x
9/6/17,0,Wed,MIL,NL,140,CIN,NL,140,1,7,51,D,,,,CIN09,12626,164,100000000,00500011x
9/6/17,0,Wed,SFN,NL,142,COL,NL,139,11,3,54,N,,,,DEN02,26674,212,200302121,000010110
9/6/17,0,Wed,ARI,NL,140,LAN,NL,139,3,1,54,N,,,,LOS03,48612,198,010000200,100000000
9/6/17,0,Wed,WAS,NL,139,MIA,NL,139,8,1,54,N,,,,MIA02,14390,182,200103011,000000001
9/6/17,0,Wed,PHI,NL,139,NYN,NL,139,3,6,34,N,,,,NYC20,19617,113,000003,311010
9/6/17,0,Wed,CHN,NL,139,PIT,NL,140,1,0,54,N,,,,PIT08,17067,185,000000001,000000000
9/6/17,0,Wed,SLN,NL,139,SDN,NL,140,3,1,54,N,,,,SAN02,21411,178,000000210,000100000
9/6/17,0,Wed,TOR,AL,140,BOS,AL,140,1,6,51,N,,,,BOS07,33190,177,100000000,10040100x
9/6/17,0,Wed,CLE,AL,139,CHA,AL,138,5,1,54,N,,,,CHI12,13403,168,000100031,000000001
9/6/17,0,Wed,KCA,AL,138,DET,AL,139,13,2,54,N,,,,DET05,23755,207,020000470,000110000
